﻿;;"1DZG0040468260 / Energie bezogen (quarter-hourly)";"";"";
"08/09/2026 - 11:30:00";"08/09/2026 - 11:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 11:45:00";"08/09/2026 - 12:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 12:00:00";"08/09/2026 - 12:15:00";"0.000000";"kWh";"W";
"08/09/2026 - 12:15:00";"08/09/2026 - 12:30:00";"0.000000";"kWh";"W";
"08/09/2026 - 12:30:00";"08/09/2026 - 12:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 12:45:00";"08/09/2026 - 13:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 13:00:00";"08/09/2026 - 13:15:00";"0.000000";"kWh";"W";
"08/09/2026 - 13:15:00";"08/09/2026 - 13:30:00";"0.000000";"kWh";"W";
"08/09/2026 - 13:30:00";"08/09/2026 - 13:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 13:45:00";"08/09/2026 - 14:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 14:00:00";"08/09/2026 - 14:15:00";"0.000000";"kWh";"W";
"08/09/2026 - 14:15:00";"08/09/2026 - 14:30:00";"0.000000";"kWh";"W";
"08/09/2026 - 14:30:00";"08/09/2026 - 14:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 14:45:00";"08/09/2026 - 15:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 15:00:00";"08/09/2026 - 15:15:00";"0.000000";"kWh";"W";
"08/09/2026 - 15:15:00";"08/09/2026 - 15:30:00";"0.000000";"kWh";"W";
"08/09/2026 - 15:30:00";"08/09/2026 - 15:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 15:45:00";"08/09/2026 - 16:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 16:00:00";"08/09/2026 - 16:15:00";"0.000000";"kWh";"W";
"08/09/2026 - 16:15:00";"08/09/2026 - 16:30:00";"0.000000";"kWh";"W";
"08/09/2026 - 16:30:00";"08/09/2026 - 16:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 16:45:00";"08/09/2026 - 17:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 17:00:00";"08/09/2026 - 17:15:00";"0.000700";"kWh";"W";
"08/09/2026 - 17:15:00";"08/09/2026 - 17:30:00";"0.000800";"kWh";"W";
"08/09/2026 - 17:30:00";"08/09/2026 - 17:45:00";"0.000100";"kWh";"W";
"08/09/2026 - 17:45:00";"08/09/2026 - 18:00:00";"0.000000";"kWh";"W";
"08/09/2026 - 18:00:00";"08/09/2026 - 18:15:00";"0.002300";"kWh";"W";
"08/09/2026 - 18:15:00";"08/09/2026 - 18:30:00";"0.000000";"kWh";"W";
"08/09/2026 - 18:30:00";"08/09/2026 - 18:45:00";"0.000000";"kWh";"W";
"08/09/2026 - 18:45:00";"08/09/2026 - 19:00:00";"0.004900";"kWh";"W";
"08/09/2026 - 19:00:00";"08/09/2026 - 19:15:00";"0.009500";"kWh";"W";
"08/09/2026 - 19:15:00";"08/09/2026 - 19:30:00";"0.008000";"kWh";"W";
"08/09/2026 - 19:30:00";"08/09/2026 - 19:45:00";"0.003300";"kWh";"W";
"08/09/2026 - 19:45:00";"08/09/2026 - 20:00:00";"0.008100";"kWh";"W";
"08/09/2026 - 20:00:00";"08/09/2026 - 20:15:00";"0.017100";"kWh";"W";
"08/09/2026 - 20:15:00";"08/09/2026 - 20:30:00";"0.021000";"kWh";"W";
"08/09/2026 - 20:30:00";"08/09/2026 - 20:45:00";"0.023000";"kWh";"W";
"08/09/2026 - 20:45:00";"08/09/2026 - 21:00:00";"0.023900";"kWh";"W";
"08/09/2026 - 21:00:00";"08/09/2026 - 21:15:00";"0.024000";"kWh";"W";
"08/09/2026 - 21:15:00";"08/09/2026 - 21:30:00";"0.026900";"kWh";"W";
"08/09/2026 - 21:30:00";"08/09/2026 - 21:45:00";"0.027600";"kWh";"W";
"08/09/2026 - 21:45:00";"08/09/2026 - 22:00:00";"0.017000";"kWh";"W";
"08/09/2026 - 22:00:00";"08/09/2026 - 22:15:00";"0.023600";"kWh";"W";
"08/09/2026 - 22:15:00";"08/09/2026 - 22:30:00";"0.023800";"kWh";"W";
"08/09/2026 - 22:30:00";"08/09/2026 - 22:45:00";"0.023600";"kWh";"W";
"08/09/2026 - 22:45:00";"08/09/2026 - 23:00:00";"0.023800";"kWh";"W";
"08/09/2026 - 23:00:00";"08/09/2026 - 23:15:00";"0.023300";"kWh";"W";
"08/09/2026 - 23:15:00";"08/09/2026 - 23:30:00";"0.023200";"kWh";"W";
"08/09/2026 - 23:30:00";"08/09/2026 - 23:45:00";"0.022800";"kWh";"W";
"08/09/2026 - 23:45:00";"08/10/2026 - 00:00:00";"0.023200";"kWh";"W";
